IncidentDate,OccurredFromTime,IncidentNum,Offense,NIBRS,NIBRSCategory,SRS_UCR,CrimeAgainst,FelMisdCit,IncidentTopSRS_UCR,IncidentLocation,IntersectionOtherLoc,District,Neighborhood,NbhdNum,Latitude,Longitude,IncidentSupplemented,LastSuppDate,VictimNum,FirearmUsed,IncidentNature
7/2/2021 0:00,19:00:00,21028402,POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 11-35 GRAMS,35A,Drug/Narcotic Violations,,Society,M,6,5976 COTE BRILLIANTE AVE,,5,Wells Goodfellow,50,38.67625,-90.28397,Yes,12/9/2025 14:04,,No,Weapon Law Violation - Criminal
7/2/2021 0:00,19:00:00,21028402,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,35B,Drug Equipment Violations,,Society,M,6,5976 COTE BRILLIANTE AVE,,5,Wells Goodfellow,50,38.67625,-90.28397,Yes,12/9/2025 14:04,,No,Weapon Law Violation - Criminal
7/2/2021 0:00,19:00:00,21028402,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,,Society,F,6,5976 COTE BRILLIANTE AVE,,5,Wells Goodfellow,50,38.67625,-90.28397,Yes,12/9/2025 14:04,,Yes,Weapon Law Violation - Criminal
7/2/2021 0:00,19:00:00,21028402,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,6,5976 COTE BRILLIANTE AVE,,5,Wells Goodfellow,50,38.67625,-90.28397,Yes,12/9/2025 14:04,,Yes,Weapon Law Violation - Criminal
8/10/2021 0:00,18:00:00,21035338,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA/SYNTHETIC CANNABINOID,35A,Drug/Narcotic Violations,,Society,F,,6900 GRAVOIS AVE,,1,Boulevard Heights,4,38.56952,-90.285289,Yes,12/11/2025 9:32,,No,Drugs / Narcotics - Criminal
8/10/2021 0:00,18:00:00,21035338,POSSESS DRUG PARAPHERNALIA,35B,Drug Equipment Violations,,Society,C,,6900 GRAVOIS AVE,,1,Boulevard Heights,4,38.56952,-90.285289,Yes,12/11/2025 9:32,,No,Drugs / Narcotics - Criminal
8/10/2021 0:00,18:00:00,21035338,MISCELLANEOUS PEACE DISTURBANCE,90C,Disorderly Conduct,,Society,C,,6900 GRAVOIS AVE,,1,Boulevard Heights,4,38.56952,-90.285289,Yes,12/11/2025 9:32,,No,Drugs / Narcotics - Criminal
8/10/2021 0:00,18:00:00,21035338,RESISTING ARREST,90Z,All Other Offenses,,Unspecified,C,,6900 GRAVOIS AVE,,1,Boulevard Heights,4,38.56952,-90.285289,Yes,12/11/2025 9:32,,No,Drugs / Narcotics - Criminal
9/17/2021 0:00,13:20:00,21041961,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",13A,Aggravated Assault,4,Person,M,4,1432 N BROADWAY,IN REAR PARKING LOT,4,Near North Riverfront,64,38.639009,-90.185526,Yes,12/4/2025 18:05,589079,No,Aggravated Assault - Shooting - Criminal
9/17/2021 0:00,13:20:00,21041961,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,6,Property,F,4,1432 N BROADWAY,IN REAR PARKING LOT,4,Near North Riverfront,64,38.639009,-90.185526,Yes,12/4/2025 18:05,,No,Aggravated Assault - Shooting - Criminal
9/17/2021 0:00,13:20:00,21041961,MISCELLANEOUS WEAPON VIOLATION,520,Weapons Law Violations,,Society,C,4,1432 N BROADWAY,IN REAR PARKING LOT,4,Near North Riverfront,64,38.639009,-90.185526,Yes,12/4/2025 18:05,,Yes,Aggravated Assault - Shooting - Criminal
9/17/2021 0:00,13:20:00,21041961,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,4,1432 N BROADWAY,IN REAR PARKING LOT,4,Near North Riverfront,64,38.639009,-90.185526,Yes,12/4/2025 18:05,,Yes,Aggravated Assault - Shooting - Criminal
9/25/2021 0:00,23:18:00,21043491,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,1,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592563,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592564,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592565,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592566,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592567,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,592569,Yes,Homicide - Criminal
9/25/2021 0:00,23:18:00,21043491,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,1,2100 I-70 WESTBOUND,,4,Hyde Park,65,38.644363,-90.183642,Yes,12/17/2025 9:03,,No,Homicide - Criminal
10/8/2021 0:00,23:20:00,21045850,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,3645 MONTANA ST,,1,Dutchtown,16,38.583667,-90.246383,Yes,12/9/2025 18:05,590499,No,Aggravated Assault - Shooting - Criminal
12/4/2021 0:00,22:00:00,21055281,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,6200 N BROADWAY,,6,North Riverfront,79,38.685743,-90.21886,Yes,12/12/2025 12:05,591294,Yes,Aggravated Assault - Shooting - Criminal
12/4/2021 0:00,22:00:00,21055281,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,F,4,6200 N BROADWAY,,6,North Riverfront,79,38.685743,-90.21886,Yes,12/12/2025 12:05,,Yes,Aggravated Assault - Shooting - Criminal
12/14/2021 0:00,19:55:00,21056796,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,5638 GREER AVE,,5,Wells Goodfellow,50,38.680117,-90.270193,Yes,12/6/2025 0:05,589397,Yes,Aggravated Assault - Shooting - Criminal
12/14/2021 0:00,19:55:00,21056796,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,5638 GREER AVE,,5,Wells Goodfellow,50,38.680117,-90.270193,Yes,12/6/2025 0:05,589398,Yes,Aggravated Assault - Shooting - Criminal
12/14/2021 0:00,19:55:00,21056796,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,5638 GREER AVE,,5,Wells Goodfellow,50,38.680117,-90.270193,Yes,12/6/2025 0:05,589399,Yes,Aggravated Assault - Shooting - Criminal
12/14/2021 0:00,19:55:00,21056796,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,F,4,5638 GREER AVE,,5,Wells Goodfellow,50,38.680117,-90.270193,Yes,12/6/2025 0:05,,Yes,Aggravated Assault - Shooting - Criminal
12/14/2021 0:00,19:55:00,21056796,"UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MOTOR VEHICLE OR OTHER TRANSPORTATION METHOD",520,Weapons Law Violations,,Society,F,4,5638 GREER AVE,,5,Wells Goodfellow,50,38.680117,-90.270193,Yes,12/6/2025 0:05,,Yes,Aggravated Assault - Shooting - Criminal
9/12/2021 0:00,18:00:00,21057226,RAPE - 2ND DEGREE,11A,Rape,2,Person,F,2,4900 LACLEDE AVE,,6,Mark Twain / I 70 Industrial,70,38.640918,-90.263803,Yes,12/17/2025 14:55,592714,No,Sex Offenses - Criminal
9/12/2021 0:00,18:00:00,21057226,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",13B,Simple Assault,,Person,M,2,4947 LACLEDE AVE,,6,Mark Twain / I 70 Industrial,70,38.640918,-90.263803,Yes,12/17/2025 14:55,592714,No,Sex Offenses - Criminal
1/7/2022 0:00,19:30:00,22000990,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,6,Property,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,DELIVERY OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA OR SYNTHETIC CANNABINOID,35A,Drug/Narcotic Violations,,Society,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,POSSESSION OF CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS OF MARIJUANA/SYNTHETIC CANNABINOID,35A,Drug/Narcotic Violations,,Society,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 11-35 GRAMS,35A,Drug/Narcotic Violations,,Society,M,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,TRAFFICKING DRUGS OR ATTEMPT- 1ST DEGREE,35A,Drug/Narcotic Violations,,Society,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,35B,Drug Equipment Violations,,Society,M,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,,Society,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,Yes,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,LEAVING SCENE OF ACCIDENT - PHYSICAL INJURY,90Z,All Other Offenses,,Unspecified,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON,90Z,All Other Offenses,,Unspecified,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/7/2022 0:00,19:30:00,22000990,RESISTING/INTERFERING WITH ARREST FOR A FELONY,90Z,All Other Offenses,,Unspecified,F,6,5300 RIVERVIEW BLVD,,6,Walnut Park East,72,38.70235,-90.254237,Yes,12/17/2025 23:53,,No,Drugs / Narcotics - Criminal
1/11/2022 0:00,9:00:00,22001462,STEALING,23D,Theft From Building,6,Property,F,6,1511 WASHINGTON AVE,,4,Downtown West,36,38.632904,-90.20074,Yes,12/11/2025 10:21,,No,Larceny - Criminal
1/11/2022 0:00,9:00:00,22001462,STEALING,23F,Theft From Motor Vehicle,6,Property,F,6,1511 WASHINGTON AVE,,4,Downtown West,36,38.632904,-90.20074,Yes,12/11/2025 10:21,,No,Larceny - Criminal
1/11/2022 0:00,9:00:00,22001462,"RESISTING/INTERFERING WITH ARREST, DETENTION OR STOP",90Z,All Other Offenses,,Unspecified,M,6,1511 WASHINGTON AVE,,4,Downtown West,36,38.632904,-90.20074,Yes,12/11/2025 10:21,,No,Larceny - Criminal
1/11/2022 0:00,9:00:00,22001462,TRESPASS - 1ST DEGREE,90Z,All Other Offenses,,Unspecified,M,6,1511 WASHINGTON AVE,,4,Downtown West,36,38.632904,-90.20074,Yes,12/11/2025 10:21,,No,Larceny - Criminal
12/31/2021 0:00,19:39:00,22001803,MISCELLANEOUS WEAPON VIOLATION,520,Weapons Law Violations,,Society,C,,4561 ELMBANK AVE,,6,The Greater Ville,56,38.669053,-90.243228,Yes,12/8/2025 12:05,,Yes,Weapon Law Violation - Criminal
1/23/2022 0:00,12:45:00,22003256,ROBBERY - 2ND DEGREE,120,Robbery,3,Property,F,3,3659 NEBRASKA AVE,,3,Dutchtown,16,38.588957,-90.233733,Yes,12/22/2025 9:55,,No,Larceny - Criminal
1/23/2022 0:00,12:45:00,22003256,"ASSAULT- 4TH DEGREE - PURSUANT TO SUBDIVISION (1), (5)",13B,Simple Assault,,Person,M,3,3659 NEBRASKA AVE,,3,Dutchtown,16,38.588957,-90.233733,Yes,12/22/2025 9:55,594005,No,Larceny - Criminal
1/23/2022 0:00,12:45:00,22003256,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23H,All Other Larceny,6,Property,F,3,3659 NEBRASKA AVE,,3,Dutchtown,16,38.588957,-90.233733,Yes,12/22/2025 9:55,,No,Larceny - Criminal
2/9/2022 0:00,5:00:00,22005562,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,1,Person,F,1,3507 BAMBERGER AVE,,2,Tower Grove South,15,38.594291,-90.24826,Yes,12/19/2025 10:30,593348,No,Aggravated Assault - Other Weapon - Criminal
2/9/2022 0:00,5:00:00,22005562,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,1,3507 BAMBERGER AVE,,2,Tower Grove South,15,38.594291,-90.24826,Yes,12/19/2025 10:30,593348,No,Aggravated Assault - Other Weapon - Criminal
2/9/2022 0:00,5:00:00,22005562,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,1,3507 BAMBERGER AVE,,2,Tower Grove South,15,38.594291,-90.24826,Yes,12/19/2025 10:30,593349,No,Aggravated Assault - Other Weapon - Criminal
2/20/2022 0:00,1:43:00,22007143,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,6,Property,F,6,S 7TH ST,CERRE ST,4,Downtown,35,38.620987,-90.19418,Yes,12/4/2025 15:10,,No,Larceny - Criminal
2/20/2022 0:00,1:43:00,22007143,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,290,Destruction/Damage/Vandalism of Property,,Property,F,6,S 7TH ST,CERRE ST,4,Downtown,35,38.620987,-90.19418,Yes,12/4/2025 15:10,,No,Larceny - Criminal
2/20/2022 0:00,1:43:00,22007143,DISCHARGING/SHOOTING A FIREARM AT OR FROM A MOTOR VEHICLE - PHYSICAL INJURY/DEATH,520,Weapons Law Violations,,Society,C,6,S 7TH ST,CERRE ST,4,Downtown,35,38.620987,-90.19418,Yes,12/4/2025 15:10,,Yes,Larceny - Criminal
2/20/2022 0:00,1:43:00,22007143,RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON,90Z,All Other Offenses,,Unspecified,F,6,S 7TH ST,CERRE ST,4,Downtown,35,38.620987,-90.19418,Yes,12/4/2025 15:10,,No,Larceny - Criminal
3/2/2022 0:00,10:55:00,22008681,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,1,Person,F,1,2425 WHITTIER ST,,5,The Ville,57,38.657678,-90.237042,Yes,12/1/2025 12:06,588020,Yes,Homicide - Criminal
3/2/2022 0:00,10:55:00,22008681,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,1,2425 WHITTIER ST,,5,The Ville,57,38.657678,-90.237042,Yes,12/1/2025 12:06,,No,Homicide - Criminal
3/8/2022 0:00,23:30:00,22009725,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,4,4211 ATHLONE AVE,,6,OFallon,68,38.674128,-90.22893,Yes,12/19/2025 12:05,593384,Yes,Aggravated Assault - Shooting - Criminal
3/8/2022 0:00,23:30:00,22009725,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,4,4211 ATHLONE AVE,,6,OFallon,68,38.674128,-90.22893,Yes,12/19/2025 12:05,593385,Yes,Aggravated Assault - Shooting - Criminal
3/8/2022 0:00,23:30:00,22009725,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,4,4211 ATHLONE AVE,,6,OFallon,68,38.674128,-90.22893,Yes,12/19/2025 12:05,593386,Yes,Aggravated Assault - Shooting - Criminal
3/8/2022 0:00,23:30:00,22009725,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,4,4211 ATHLONE AVE,,6,OFallon,68,38.674128,-90.22893,Yes,12/19/2025 12:05,,No,Aggravated Assault - Shooting - Criminal
3/26/2022 0:00,2:51:00,22013205,DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER),520,Weapons Law Violations,,Society,C,,4325 LINTON AVE,,6,Fairground,67,38.671537,-90.21732,Yes,12/19/2025 12:05,,Yes,Weapon Law Violation - Criminal
4/12/2022 0:00,23:10:00,22015223,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,1,Person,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,592107,Yes,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,592108,Yes,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM,13A,Aggravated Assault,4,Person,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,592109,Yes,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,,No,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,FAILURE TO REPORT A SHOOTING - PRIOR OFFENSE,90Z,All Other Offenses,,Unspecified,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,,No,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,TAMPER OR ATTEMPT TO TAMPER WITH A VICTIM IN A FELONY PROSECUTION,90Z,All Other Offenses,,Unspecified,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,,No,Homicide - Criminal
4/12/2022 0:00,23:10:00,22015223,TAMPERING WITH PHYSICAL EVIDENCE IN FELONY PROSECUTION,90Z,All Other Offenses,,Unspecified,F,1,600 LEONARD K SULLIVAN,,4,Downtown,35,38.63773,-90.22611,Yes,12/16/2025 6:05,,No,Homicide - Criminal
4/24/2022 0:00,0:00:00,22017011,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,6,Property,F,6,1627 LOCUST ST,,4,Downtown West,36,38.632366,-90.20378,Yes,12/5/2025 18:05,,No,Larceny - Criminal
4/24/2022 0:00,0:00:00,22017011,STEALING UNDER $150 (PETTY LARCENY - FROM MOTOR VEH),23F,Theft From Motor Vehicle,6,Property,C,6,1627 LOCUST ST,,4,Downtown West,36,38.632366,-90.20378,Yes,12/5/2025 18:05,,No,Larceny - Criminal
4/24/2022 0:00,0:00:00,22017011,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,290,Destruction/Damage/Vandalism of Property,,Property,F,6,1627 LOCUST ST,,4,Downtown West,36,38.632366,-90.20378,Yes,12/5/2025 18:05,,No,Larceny - Criminal
4/30/2022 0:00,2:14:00,22017962,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,F,,1108 S 14TH ST,,3,Peabody Darst Webbe,33,38.618173,-90.2047,Yes,12/22/2025 10:09,,No,Destruction of Property - Criminal
5/13/2022 0:00,14:00:00,22020161,RECEIVING STOLEN PROPERTY,23F,Theft From Motor Vehicle,6,Property,F,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
5/13/2022 0:00,14:00:00,22020161,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,23F,Theft From Motor Vehicle,6,Property,F,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
5/13/2022 0:00,14:00:00,22020161,TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE,240,Motor Vehicle Theft,7,Property,F,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
5/13/2022 0:00,14:00:00,22020161,TAMPERING WITH MOTOR VEHICLE 2ND DEGREE,240,Motor Vehicle Theft,7,Property,M,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
5/13/2022 0:00,14:00:00,22020161,"LEAVING SCENE OF ACCIDENT - PROPERTY DAMAGE EXCEEDING $1,000",90Z,All Other Offenses,,Unspecified,F,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
5/13/2022 0:00,14:00:00,22020161,RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON,90Z,All Other Offenses,,Unspecified,F,6,5297 CLAYTON AVE,,2,Forest Park,82,38.632997,-90.273706,Yes,12/18/2025 11:19,,No,Motor Vehicle Theft - Criminal
